Product ID,Product Name,Product Category,Product Sub Category,Product Type,Product Description,Business Problem Solved,Target Industry,Target Company Size,Target Department,Ideal Customer Profile,Key Features,Key Benefits,Customer Value Proposition,Business Outcome,Implementation Time,Implementation Complexity,Required Resources,Pricing Model,Pricing Range,Estimated Gross Margin,Sales Cycle,Typical Decision Maker,Buying Trigger,Common Objections,Objection Handling,Cross Sell Products,Upsell Products,Related Pain Point IDs,Related Solution IDs,Success Metrics,Product Status,Owner Business Unit,Reference Project,Last Updated,Notes
PROD-031,Customs Clearance & Trade Compliance Service,Logistics,Trade Facilitation,Service,"Import/export documentation, customs brokerage coordination, and compliance checks for cross-border goods movement.",Clearance delays and documentation errors increase demurrage and stockouts.,"Wholesale Trade, Manufacturing, Retail Trade, Automotive","Medium, Enterprise",Import/Export / Logistics,Importers/exporters with recurring HS-coded shipments.,"Document prep, broker coordination, status tracking, exception handling",Faster clearance cycles; fewer documentary rejections,Professional trade compliance operations for recurring import/export flows.,Clearance cycle time and rejection rate improve,2-6 Weeks,Medium,"Trade compliance specialists, brokers",Per shipment + advisory retainers,Per declaration + monthly retainer options,25%,1-3 Months,Logistics / Import Manager,Demurrage spikes or new product HS complexity,Prefer sole internal team,Hybrid model: internal policy + external execution capacity,,,,,"Clearance lead time, document reject rate, demurrage events",Active,Trade Services,Sector-pattern service class (no private client claim); see Notes sources,2026-07-10,confidence=0.89 | sources=SRC-000001;SRC-000008;SRC-000014 | retrieved=2026-07-10; version=knowledge-v2.0-batch-002-service; batch=Batch-002 | published_ref=2020-01-01 | class=B2B_service_catalog | grounding=trusted_public_sector_knowledge_categories_not_private_client_claim | dps=v1.0
PROD-032,Last-Mile Delivery Orchestration Service,Logistics,Last Mile,Service,"Multi-courier orchestration, exception management, and delivery SLA monitoring for e-commerce and retail fulfillment.",Single-courier dependency and poor exception handling hurt customer experience.,"E-commerce, Retail Trade, Food & Beverage Processing","Medium, Enterprise",Fulfillment / CX Ops,Shippers with high parcel volume and multi-city destinations.,"Courier allocation rules, tracking consolidation, failed-delivery workflows",Higher first-attempt success; diversified courier risk,Orchestrate last-mile partners as one managed service layer.,Delivery success rate and complaint rate improve,1-3 Months,Medium,"Ops controllers, integration specialists",Platform fee + per-shipment ops fee,Rp1.000 - Rp5.000 / shipment ops layer + fixed,20%,2-5 Months,Head of Fulfillment / COO,Peak season failures or courier SLA disputes,Complexity of multi-courier contracts,Phased city rollout + clear exception playbooks,,,,,"First-attempt success, late delivery %, ticket volume",Active,Logistics Services,Sector-pattern service class (no private client claim); see Notes sources,2026-07-10,confidence=0.88 | sources=SRC-000001;SRC-000004;SRC-000006 | retrieved=2026-07-10; version=knowledge-v2.0-batch-002-service; batch=Batch-002 | published_ref=2022-01-01 | class=B2B_service_catalog | grounding=trusted_public_sector_knowledge_categories_not_private_client_claim | dps=v1.0
PROD-033,Contact Center Quality Assurance Service,Outsourcing,CX Quality,Service,"Sampling, scoring, and coaching loops for voice/chat interactions against defined quality frameworks and compliance scripts.",Inconsistent agent quality and weak compliance evidence on customer interactions.,"Telecommunications, Banking, Insurance, E-commerce","Medium, Enterprise",Customer Experience / Contact Center,Contact centers with large agent populations and regulated scripts.,"Call sampling, scorecards, calibration sessions, coaching packs",Higher script adherence; better coaching signal,Independent QA capacity that scales with interaction volume.,QA score and compliance findings improve,3-8 Weeks,Low-Medium,"QA analysts, trainers",Per evaluation + monthly program fee,Rp25 Jt - Rp120 Jt / month,35%,1-3 Months,VP Customer Experience,CSAT drop or regulator complaint cluster,Agents resist scoring,Transparent rubrics + dual calibration with team leads,,,,,"QA score, calibration variance, coaching completion",Active,BPO Services,Sector-pattern service class (no private client claim); see Notes sources,2026-07-10,confidence=0.88 | sources=SRC-000011;SRC-000004;SRC-000012 | retrieved=2026-07-10; version=knowledge-v2.0-batch-002-service; batch=Batch-002 | published_ref=2021-01-01 | class=B2B_service_catalog | grounding=trusted_public_sector_knowledge_categories_not_private_client_claim | dps=v1.0
PROD-034,Content Moderation Operations Service,Outsourcing,Trust & Safety Ops,Service,Human-in-the-loop moderation of UGC and marketplace listings against policy taxonomies with audit sampling.,Unsafe or non-compliant content volume exceeds automated filters alone.,"E-commerce, Media & Entertainment, Software & SaaS","Medium, Enterprise",Trust & Safety / Operations,Platforms with high UGC or seller listing volume.,"Policy taxonomy ops, multi-shift coverage, sampling audits, escalation paths",Faster takedown of violations; measurable policy adherence,Scale trust & safety operations with trained moderation capacity.,SLA on queue age and policy precision/recall samples,1-2 Months,Medium,"Moderators, team leads, QA",Per item reviewed + shift staffing,Volume-based (Rp per item / hour),22%,2-4 Months,Head of Trust & Safety,Viral abuse cases or regulator attention,Privacy of user content,"Access controls, NDAs, least-privilege tooling, audit logs",,,,,"Queue age, precision samples, reopened cases",Active,BPO Services,Sector-pattern service class (no private client claim); see Notes sources,2026-07-10,confidence=0.86 | sources=SRC-000004;SRC-000005;SRC-000011 | retrieved=2026-07-10; version=knowledge-v2.0-batch-002-service; batch=Batch-002 | published_ref=2022-01-01 | class=B2B_service_catalog | grounding=trusted_public_sector_knowledge_categories_not_private_client_claim | dps=v1.0
PROD-035,Finance & Accounting Outsourcing Service,Outsourcing,F&A,Service,"Outsourced bookkeeping, AP/AR processing, and management reporting packs under agreed close calendars.",Month-end close delays and high manual effort in transactional finance.,"Retail Trade, Manufacturing, Professional Services, Hospitality & Hotels","Medium, Enterprise",Finance,Growing firms needing standardized transactional finance capacity.,"AP/AR processing, reconciliations, close checklist, report packs",Faster close; scalable transaction processing,Professional F&A operations capacity without full in-house scale-up.,Close cycle days reduced; reconciliation backlog cleared,1-3 Months,Medium,"Accountants, process leads",Per transaction + monthly base,Rp30 Jt - Rp200 Jt / month,30%,2-5 Months,CFO / Finance Controller,Close delays or multi-entity expansion,Data confidentiality,"Access segregation, encryption, audit rights, named processors",,,,,"Days to close, AP aging, error rate",Active,F&A Services,Sector-pattern service class (no private client claim); see Notes sources,2026-07-10,confidence=0.89 | sources=SRC-000001;SRC-000012;SRC-000013 | retrieved=2026-07-10; version=knowledge-v2.0-batch-002-service; batch=Batch-002 | published_ref=2020-01-01 | class=B2B_service_catalog | grounding=trusted_public_sector_knowledge_categories_not_private_client_claim | dps=v1.0
PROD-036,Payroll Tax Compliance Support Service,Outsourcing,Payroll Compliance,Service,"Support service for payroll calculation checks, withholding tax routines, and statutory filing readiness aligned to Indonesian employment rules.",Payroll tax errors create penalties and employee disputes.,"Manufacturing, Retail Trade, BPO, Hospitality & Hotels","Medium, Enterprise",HR / Finance,Employers with large or multi-site workforces and frequent regulatory updates.,"Calculation checks, statutory calendar, exception handling, audit packs",Fewer penalties; consistent statutory treatment,Reduce payroll compliance risk with specialized operating support.,Filing on-time rate and correction rate improve,1-2 Months,Medium,"Payroll specialists, tax support",Per employee / month + setup,Rp25 Rb - Rp80 Rb / employee / month,40%,2-4 Months,CHRO / Finance Controller,Tax rule change or penalty event,Sensitive payroll data,Data processing agreements + limited field access + audit logs,,,,,"On-time filing, correction tickets, penalty events",Active,HR Services,Sector-pattern service class (no private client claim); see Notes sources,2026-07-10,confidence=0.90 | sources=SRC-000011;SRC-000001;SRC-000013 | retrieved=2026-07-10; version=knowledge-v2.0-batch-002-service; batch=Batch-002 | published_ref=2021-01-01 | class=B2B_service_catalog | grounding=trusted_public_sector_knowledge_categories_not_private_client_claim | dps=v1.0
PROD-037,Recruitment Process Outsourcing (RPO) Service,Outsourcing,Talent Acquisition,Service,"End-to-end or surge recruitment operations including sourcing, screening, interview coordination, and offer administration.",Hiring volume exceeds internal TA capacity during expansion or high turnover.,"Manufacturing, Retail Trade, BPO, Technology Services","Medium, Enterprise",Human Resources / TA,Employers with recurring high-volume or multi-location hiring.,"Sourcing funnels, structured screening, SLA time-to-fill, reporting",Faster fill rates; scalable TA capacity,Professional recruiting operations for volume and surge demand.,Time-to-fill and quality-of-hire indicators improve,3-8 Weeks,Medium,"Recruiters, coordinators",Per hire or managed monthly capacity,Per hire fee or Rp40 Jt+ / month team,25%,1-3 Months,CHRO / TA Head,Plant expansion or seasonal hiring spike,Employer brand control,Approved scripts + brand guidelines + joint interview panels,,,,,"Time-to-fill, offer acceptance, 90-day retention sample",Active,HR Services,Sector-pattern service class (no private client claim); see Notes sources,2026-07-10,confidence=0.89 | sources=SRC-000011;SRC-000012;SRC-000013 | retrieved=2026-07-10; version=knowledge-v2.0-batch-002-service; batch=Batch-002 | published_ref=2020-01-01 | class=B2B_service_catalog | grounding=trusted_public_sector_knowledge_categories_not_private_client_claim | dps=v1.0
PROD-038,Corporate Learning Delivery Service,Professional Services,Learning & Development,Service,"Design and delivery of corporate training programs including compliance modules, technical upskilling, and facilitation.",Training programs irregular; compliance completion hard to evidence.,"Banking, Manufacturing, BUMN-related enterprises, Healthcare Services","Medium, Enterprise",L&D / Human Capital,Organizations with mandatory compliance training and skill transformation agendas.,"Curriculum design, facilitation, assessment, completion reporting",Higher completion; structured skill pathways,Deliver measurable learning programs at workforce scale.,Completion rate and assessment pass rate meet targets,1-3 Months,Medium,"Trainers, instructional designers",Per cohort + materials,Rp50 Jt - Rp500 Jt / program,30%,2-4 Months,CHRO / L&D Head,Regulator training mandate or transformation program,Content not tailored,Discovery workshops + role-based modules + pilot cohort,,,,,"Completion %, assessment scores, manager feedback",Active,L&D Services,Sector-pattern service class (no private client claim); see Notes sources,2026-07-10,confidence=0.88 | sources=SRC-000011;SRC-000005;SRC-000004 | retrieved=2026-07-10; version=knowledge-v2.0-batch-002-service; batch=Batch-002 | published_ref=2021-01-01 | class=B2B_service_catalog | grounding=trusted_public_sector_knowledge_categories_not_private_client_claim | dps=v1.0
PROD-039,ESG Reporting & Sustainability Disclosure Support Service,Professional Services,Sustainability,Service,"Data collection support, framework mapping, and drafting assistance for sustainability/ESG disclosures used by enterprises.",ESG data scattered; disclosure deadlines and investor requests increase.,"Mining & Quarrying, Palm Oil & Plantations, Manufacturing, Banking",Enterprise,Sustainability / Corporate Secretary,Issuers and large groups facing disclosure and buyer ESG questionnaires.,"Metric inventory, evidence packs, narrative drafting support, gap analysis",More consistent disclosures; clearer evidence trails,Operational support for sustainability reporting cycles.,On-time disclosure pack with traceable metrics,2-6 Months,Medium-High,"ESG analysts, sector SMEs",Project retainer per reporting cycle,Rp200 Jt - Rp2 Miliar / cycle,28%,3-7 Months,Sustainability Head / CFO,Exchange/investor questionnaire or buyer audit,Greenwashing risk,Evidence-first approach; no unverified claims in drafts,,,,,"On-time filing, evidence completeness %, restatement events",Active,Sustainability Services,Sector-pattern service class (no private client claim); see Notes sources,2026-07-10,confidence=0.90 | sources=SRC-000004;SRC-000006;SRC-000005 | retrieved=2026-07-10; version=knowledge-v2.0-batch-002-service; batch=Batch-002 | published_ref=2022-01-01 | class=B2B_service_catalog | grounding=trusted_public_sector_knowledge_categories_not_private_client_claim | dps=v1.0
PROD-040,Industrial Energy Audit Service,Energy Services,Energy Efficiency,Service,Measurement-based energy audits for industrial and commercial facilities with prioritized efficiency recommendations.,Energy cost high without quantified loss sources or investment roadmap.,"Manufacturing, Cement & Building Materials, Chemicals, Hospitality & Hotels","Medium, Enterprise",Operations / Facilities / Sustainability,Energy-intensive facilities seeking efficiency and compliance pathways.,"Baseline measurement, opportunity list, ROI ranges, M&V plan outline",Actionable efficiency pipeline; better CAPEX prioritization,Turn energy bills into a measured improvement plan.,Prioritized opportunities with estimated savings bands,4-12 Weeks,Medium,"Energy engineers, measurement tools",Fixed project fee,Rp75 Jt - Rp750 Jt / site,30%,1-3 Months,Plant Director / Facilities Head,Tariff pressure or ESG energy targets,Audit without implementation value,Quick-win package + optional implementation partners,,,,,"kWh intensity baseline, identified savings %, measures implemented",Active,Energy Services,Sector-pattern service class (no private client claim); see Notes sources,2026-07-10,confidence=0.91 | sources=SRC-000001;SRC-000007;SRC-000004 | retrieved=2026-07-10; version=knowledge-v2.0-batch-002-service; batch=Batch-002 | published_ref=2020-01-01 | class=B2B_service_catalog | grounding=trusted_public_sector_knowledge_categories_not_private_client_claim | dps=v1.0
PROD-041,Occupational Health & Safety (OHS) Managed Service,Professional Services,HSE,Service,"HSE program operations support including inspections, incident logging discipline, training coordination, and leading-indicator reporting.",HSE processes inconsistent across sites; weak leading indicators.,"Construction, Mining & Quarrying, Manufacturing, Oil & Gas","Medium, Enterprise",HSE / Operations,Multi-site industrial operators with contractor-heavy workforces.,"Inspection schedules, permit-to-work support, training matrix, KPI packs",More consistent HSE execution; better audit readiness,Scale HSE operating discipline across sites.,Inspection completion and incident reporting quality improve,1-3 Months,Medium,"HSE officers, trainers",Monthly per site + project assessments,Rp30 Jt - Rp200 Jt / site / month,28%,2-5 Months,HSE Director / COO,Incident cluster or certification audit,Accountability remains with employer,Clear RACI: service supports; legal duty stays with client,,,,,"LTIFR trend, inspection closure rate, training completion",Active,HSE Services,Sector-pattern service class (no private client claim); see Notes sources,2026-07-10,confidence=0.90 | sources=SRC-000011;SRC-000001;SRC-000007 | retrieved=2026-07-10; version=knowledge-v2.0-batch-002-service; batch=Batch-002 | published_ref=2021-01-01 | class=B2B_service_catalog | grounding=trusted_public_sector_knowledge_categories_not_private_client_claim | dps=v1.0
PROD-042,Equipment Calibration & Metrology Coordination Service,Industrial Services,Quality Assurance,Service,Calibration schedule management and coordination with accredited labs for production and lab instruments.,Missed calibration due dates create quality and audit risk.,"Pharmaceuticals, Food & Beverage Processing, Electronics Manufacturing, Chemicals","Medium, Enterprise",Quality / Maintenance,Regulated manufacturers with instrument-heavy QA systems.,"Asset register, due-date control, certificate vault, lab coordination",Fewer overdue instruments; stronger audit evidence,Keep measurement systems audit-ready continuously.,Overdue calibration rate near zero,4-10 Weeks,Medium,"Metrology coordinators, lab partners",Monthly coordination + per calibration pass-through,Rp15 Jt - Rp80 Jt / month + lab fees,25%,1-3 Months,Quality Director,Audit nonconformity on calibration,Prefer pure internal control,Client-owned register with external execution capacity,,,,,"Overdue %, on-time calibration, NC related to measurement",Active,Quality Services,Sector-pattern service class (no private client claim); see Notes sources,2026-07-10,confidence=0.88 | sources=SRC-000007;SRC-000001;SRC-000004 | retrieved=2026-07-10; version=knowledge-v2.0-batch-002-service; batch=Batch-002 | published_ref=2020-01-01 | class=B2B_service_catalog | grounding=trusted_public_sector_knowledge_categories_not_private_client_claim | dps=v1.0
PROD-043,Warehouse Operations Outsourcing Service,Logistics,Warehouse Labor Ops,Service,"Staffed warehouse operations for receiving, putaway, picking, packing, and inventory counts under productivity SLAs.",Labor volatility and process inconsistency reduce throughput.,"E-commerce, Retail Trade, Warehousing & Distribution, Manufacturing","Medium, Enterprise",Warehouse Operations,Facilities with high order volatility needing flexible labor + process control.,"Shift staffing, productivity standards, inventory count routines, supervisor layer",Elastic labor; standardized SOPs,"Run warehouse floors with managed productivity, not ad-hoc hiring alone.",Lines per hour and inventory variance improve,2-6 Weeks,Medium,"Ops supervisors, warehouse associates",Per FTE / shift + performance incentives,Regional wage + management fee,12-18%,1-3 Months,Warehouse Manager / COO,Peak season or new DC launch,Labor relations risk,Compliant contracts + local hiring mix + transparent KPIs,,,,,"UPH/LPH, inventory accuracy, OTIF contribution",Active,Logistics Services,Sector-pattern service class (no private client claim); see Notes sources,2026-07-10,confidence=0.89 | sources=SRC-000011;SRC-000001;SRC-000012 | retrieved=2026-07-10; version=knowledge-v2.0-batch-002-service; batch=Batch-002 | published_ref=2021-01-01 | class=B2B_service_catalog | grounding=trusted_public_sector_knowledge_categories_not_private_client_claim | dps=v1.0
PROD-044,Port Agency Support Service,Maritime Services,Port Operations,Service,"Ship agency coordination covering port calls, documentation liaison, and stakeholder coordination for vessel operations.",Port call coordination complexity causes delays and demurrage risk.,"Maritime & Shipping, Ports & Terminals, Oil & Gas, Mining & Quarrying","Medium, Enterprise",Marine Ops / Logistics,Ship operators and cargo principals with recurring Indonesian port calls.,"Port call desk, document liaison, stakeholder coordination, status reporting",Smoother port stays; clearer operational status,Local port coordination capacity for vessel principals.,Port stay variance and documentation delays reduced,Immediate onboarding to 4 Weeks,Medium,"Port agents, ops coordinators",Per port call + disbursement handling,Per call schedule (port-dependent),20%,1-3 Months,Marine Operations Manager,New trade lane or demurrage events,Prefer single global agent only,Work as local executing arm under principal instructions,,,,,"On-time documentation, demurrage events, principal satisfaction",Active,Maritime Services,Sector-pattern service class (no private client claim); see Notes sources,2026-07-10,confidence=0.87 | sources=SRC-000001;SRC-000006;SRC-000004 | retrieved=2026-07-10; version=knowledge-v2.0-batch-002-service; batch=Batch-002 | published_ref=2020-01-01 | class=B2B_service_catalog | grounding=trusted_public_sector_knowledge_categories_not_private_client_claim | dps=v1.0
PROD-045,Agricultural Extension & Agronomy Advisory Service,Agri Services,Extension,Service,"Field advisory programs for producers covering good agricultural practices, input use efficiency, and yield monitoring support.",Yield variability and uneven GAP adoption across grower networks.,"Agriculture, Palm Oil & Plantations, Agriculture Input & Agri-Services","Medium, Enterprise",Agronomy / Sustainability / Procurement,Offtakers and plantation groups managing smallholder or estate productivity.,"Field visits, GAP checklists, training cohorts, yield tracking support",More consistent practices; better offtake quality,Structured agronomy support for productivity and compliance programs.,GAP adoption and yield indicators improve in target cohorts,1 season cycle,Medium,"Agronomists, field facilitators",Per hectare / season or program fee,Program-based,22%,2-6 Months,Head of Agronomy / Procurement,Quality claims or certification program,Field cost high for dispersed growers,Cluster model + digital reporting + lead-farmer approach,,,,,"GAP score, yield/ha sample, rejection rate at offtake",Active,Agri Services,Sector-pattern service class (no private client claim); see Notes sources,2026-07-10,confidence=0.90 | sources=SRC-000001;SRC-000004;SRC-000006 | retrieved=2026-07-10; version=knowledge-v2.0-batch-002-service; batch=Batch-002 | published_ref=2019-01-01 | class=B2B_service_catalog | grounding=trusted_public_sector_knowledge_categories_not_private_client_claim | dps=v1.0
PROD-046,Plantation Sustainability Assurance Support Service,Agri Services,Certification Support,Service,"Operational support for sustainability standard readiness including evidence collection, internal audits, and corrective action tracking for plantation supply chains.",Certification audits fail due to weak evidence and incomplete CARs.,"Palm Oil & Plantations, Agriculture, Food & Beverage Processing",Enterprise,Sustainability / Certification,Plantation groups and mills under buyer or certification pressure.,"Internal audit support, evidence matrix, CAR tracking, training",Higher audit readiness; fewer major nonconformities,"Make sustainability assurance operational, not last-minute document rushes.",Internal audit closure rate and NC severity improve,2-6 Months,Medium-High,"Sustainability auditors, field verifiers",Retainer + audit cycles,Rp150 Jt - Rp1.2 Miliar / cycle,28%,3-6 Months,Sustainability Director,Buyer audit or certificate surveillance,External support cannot replace management ownership,Capacity building model with client process owners,,,,,"Major NC count, CAR closure time, surveillance outcome",Active,Sustainability Services,Sector-pattern service class (no private client claim); see Notes sources,2026-07-10,confidence=0.89 | sources=SRC-000004;SRC-000006;SRC-000001 | retrieved=2026-07-10; version=knowledge-v2.0-batch-002-service; batch=Batch-002 | published_ref=2021-01-01 | class=B2B_service_catalog | grounding=trusted_public_sector_knowledge_categories_not_private_client_claim | dps=v1.0
PROD-047,Hospitality Revenue Management Support Service,Hospitality Services,Revenue Management,Service,Pricing and inventory management support for hotels including channel strategy reviews and performance reporting.,ADR and occupancy underperform due to weak pricing discipline.,"Hospitality & Hotels, Tourism & Travel Services","Medium, Enterprise",Revenue / Commercial,Hotel groups needing specialized RM capacity across properties.,"Pricing calendars, channel mix review, pickup monitoring, weekly commercial packs",Better RevPAR discipline; structured commercial cadence,Bring revenue management operating rhythm without full in-house RM teams everywhere.,RevPAR and forecast accuracy improve vs baseline,4-10 Weeks,Medium,Revenue analysts,Monthly per property,Rp20 Jt - Rp100 Jt / property / month,35%,1-3 Months,GM / Director of Revenue,Occupancy recovery programs or new openings,Brand central RM already exists,Complement central strategy with property execution support,,,,,"RevPAR index, forecast error, channel mix",Active,Hospitality Services,Sector-pattern service class (no private client claim); see Notes sources,2026-07-10,confidence=0.87 | sources=SRC-000001;SRC-000004;SRC-000005 | retrieved=2026-07-10; version=knowledge-v2.0-batch-002-service; batch=Batch-002 | published_ref=2022-01-01 | class=B2B_service_catalog | grounding=trusted_public_sector_knowledge_categories_not_private_client_claim | dps=v1.0
